signal,cell_sigs,bg_sigs,cell_sigs.1,bg_sigs.1,cell_sigs.2,bg_sigs.2,cell_sigs.3,bg_sigs.3,cell_sigs.4,bg_sigs.4,cell_sigs.5,bg_sigs.5,cell_sigs.6,bg_sigs.6,cell_sigs.7,bg_sigs.7,cell_sigs.8,bg_sigs.8,cell_sigs.9,bg_sigs.9,cell_sigs.10,bg_sigs.10,cell_sigs.11,bg_sigs.11,cell_sigs.12,bg_sigs.12,cell_sigs.13,bg_sigs.13,cell_sigs.14,bg_sigs.14,cell_sigs.15,bg_sigs.15,cell_sigs.16,bg_sigs.16,cell_sigs.17,bg_sigs.17,cell_sigs.18,bg_sigs.18,cell_sigs.19,bg_sigs.19
29,4.3299415457891315e-05,0.0,1.7317816569686895e-05,0.0,4.8e-05,3.2e-06,0.000148397309062129,2.1291273132968257e-06,0.00013739903624390292,0.0,0.00010843340833310744,1.0383019195087586e-06,0.00014885382554331647,2.207632226132184e-06,0.00011355248963833532,0.0,0.00011092213266287066,2.0555956396705293e-06,5.2180265423616786e-05,0.0,8.795229467536808e-05,0.0,3.9970022483137644e-05,3.3336111342611886e-06,0.00026756942263171977,0.0,7.363589504430427e-05,0.0,0.0001371773474473582,3.453106241719739e-06,9.01293355965811e-05,4.614365905373198e-06,7.549923871600961e-05,0.0,0.00016363933889707084,0.0,1.2077148826704991e-05,0.0,0.0001959549303660158,2.1538842610292334e-06
30,4.3299415457891315e-05,0.0,5.195344970906068e-05,1.0612827087330832e-06,8e-05,2.1333333333333334e-06,0.00011542012927054478,0.0,0.00012758481936933841,1.1134530740769195e-06,8.132505624983057e-05,2.0766038390175173e-06,0.00013822140943307957,1.103816113066092e-06,5.677624481916766e-05,0.0,3.697404422095689e-05,0.0,0.0,0.0,7.036183574029446e-05,0.0,1.9985011241568822e-05,3.3336111342611886e-06,0.00015123489105271117,0.0,7.363589504430427e-05,0.0,7.620963747075456e-05,0.0,9.764011356296285e-05,0.0,8.808244516867788e-05,0.0,7.01311452416018e-05,0.0,1.2077148826704991e-05,0.0,0.00015396458814472672,2.1538842610292334e-06
31,8.659883091578263e-05,0.0,0.0,0.0,1.6e-05,0.0,6.595435958316844e-05,0.0,0.00013739903624390292,1.1134530740769195e-06,0.00010843340833310744,1.0383019195087586e-06,6.379449666142135e-05,0.0,0.0,0.0,3.697404422095689e-05,0.0,0.0,0.0,5.277137680522085e-05,0.0,9.992505620784411e-06,1.111203711420396e-06,0.00012796798473690946,0.0,4.9090596696202844e-05,0.0,3.810481873537728e-05,1.1510354139065797e-06,0.00011266166949572637,0.0,6.291603226334135e-05,1.0863318809076086e-06,9.350819365546906e-05,0.0,1.2077148826704991e-05,0.0,6.998390370214851e-05,1.0769421305146167e-06
32,4.3299415457891315e-05,1.0744427671199024e-06,1.7317816569686895e-05,0.0,1.6e-05,0.0,8.244294947896056e-05,0.0,5.888530124738696e-05,1.1134530740769195e-06,0.0001355417604163843,1.0383019195087586e-06,9.5691744992132e-05,3.3114483391982763e-06,0.0,0.0,3.697404422095689e-05,0.0,0.0,0.0,4.104440418183844e-05,1.2056138201923437e-06,0.0,0.0,8.143417210530602e-05,1.0940428274005215e-06,2.4545298348101422e-05,1.042471324220049e-06,8.383060121783001e-05,1.1510354139065797e-06,9.01293355965811e-05,0.0,0.0,1.0863318809076086e-06,4.675409682773453e-05,0.0,0.0,0.0,0.0001259710266638673,2.1538842610292334e-06
33,0.0,0.0,0.0,0.0,4.8e-05,0.0,1.648858989579211e-05,0.0,7.851373499651596e-05,1.1134530740769195e-06,2.710835208327686e-05,3.114905758526276e-06,9.5691744992132e-05,1.103816113066092e-06,5.677624481916766e-05,0.0,0.0,0.0,0.0,0.0,4.690789049352964e-05,1.2056138201923437e-06,0.0,0.0,0.00010470107842110774,0.0,7.363589504430427e-05,0.0,3.048385498830182e-05,1.1510354139065797e-06,3.004311186552703e-05,1.1535914763432995e-06,1.258320645266827e-05,0.0,7.01311452416018e-05,1.044688646219324e-06,0.0,0.0,5.598712296171881e-05,0.0
34,1.4433138485963772e-05,2.148885534239805e-06,0.0,0.0,3.2e-05,0.0,4.9465769687376336e-05,0.0,1.962843374912899e-05,1.1134530740769195e-06,8.132505624983057e-05,1.0383019195087586e-06,6.379449666142135e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.863486311691205e-06,0.0,9.992505620784411e-06,0.0,2.326690631580172e-05,0.0,2.4545298348101422e-05,0.0,3.810481873537728e-05,0.0,3.004311186552703e-05,0.0,3.7749619358004805e-05,0.0,0.0,0.0,0.0,0.0,5.598712296171881e-05,0.0
35,1.4433138485963772e-05,1.0744427671199024e-06,0.0,0.0,3.2e-05,0.0,3.297717979158422e-05,0.0,6.869951812195146e-05,0.0,5.421670416655372e-05,1.0383019195087586e-06,1.063241611023689e-05,2.207632226132184e-06,0.0,0.0,0.0,0.0,0.0,0.0,4.104440418183844e-05,0.0,1.9985011241568822e-05,1.111203711420396e-06,4.653381263160344e-05,0.0,2.4545298348101422e-05,0.0,1.524192749415091e-05,0.0,1.5021555932763516e-05,2.307182952686599e-06,2.516641290533654e-05,1.0863318809076086e-06,2.3377048413867265e-05,0.0,0.0,0.0,5.598712296171881e-05,0.0
36,2.8866276971927545e-05,0.0,0.0,0.0,0.0,1.0666666666666667e-06,1.648858989579211e-05,0.0,9.814216874564495e-06,1.1134530740769195e-06,8.132505624983057e-05,0.0,6.379449666142135e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.863486311691205e-06,0.0,0.0,1.111203711420396e-06,2.326690631580172e-05,0.0,0.0,0.0,0.0,0.0,3.755388983190879e-05,0.0,3.7749619358004805e-05,0.0,2.3377048413867265e-05,0.0,0.0,0.0,5.598712296171881e-05,1.0769421305146167e-06
37,1.4433138485963772e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.962843374912899e-05,0.0,8.132505624983057e-05,0.0,4.252966444094756e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7590458935073615e-05,0.0,0.0,0.0,0.0,1.0940428274005215e-06,0.0,0.0,0.0,1.1510354139065797e-06,2.2532333899145275e-05,0.0,1.258320645266827e-05,0.0,2.3377048413867265e-05,0.0,0.0,0.0,6.998390370214851e-05,1.0769421305146167e-06
38,2.8866276971927545e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.925686749825798e-05,0.0,0.0,1.0383019195087586e-06,2.126483222047378e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.345394524676482e-05,0.0,9.992505620784411e-06,0.0,2.326690631580172e-05,0.0,0.0,0.0,1.524192749415091e-05,0.0,7.510777966381758e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1990342221289104e-05,0.0
39,0.0,0.0,0.0,0.0,1.6e-05,0.0,3.297717979158422e-05,0.0,1.962843374912899e-05,0.0,0.0,0.0,2.126483222047378e-05,1.103816113066092e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.992505620784411e-06,0.0,3.4900359473702576e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.516641290533654e-05,0.0,0.0,0.0,0.0,0.0,2.7993561480859404e-05,0.0
40,1.4433138485963772e-05,0.0,0.0,0.0,0.0,1.0666666666666667e-06,0.0,0.0,2.944265062369348e-05,1.1134530740769195e-06,0.0,1.0383019195087586e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7590458935073615e-05,0.0,0.0,0.0,0.0,1.0940428274005215e-06,2.4545298348101422e-05,0.0,0.0,0.0,2.2532333899145275e-05,0.0,0.0,0.0,2.3377048413867265e-05,0.0,0.0,0.0,0.0,1.0769421305146167e-06
41,0.0,1.0744427671199024e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.063241611023689e-05,1.103816113066092e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.163345315790086e-05,0.0,0.0,0.0,0.0,0.0,7.510777966381758e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,1.6e-05,0.0,0.0,0.0,9.814216874564495e-06,0.0,0.0,0.0,1.063241611023689e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.863486311691205e-06,0.0,0.0,0.0,0.0,0.0,2.4545298348101422e-05,0.0,0.0,0.0,7.510777966381758e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,1.4433138485963772e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.189724833071067e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2056138201923437e-06,0.0,0.0,1.163345315790086e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3996780740429702e-05,0.0
44,0.0,0.0,0.0,0.0,0.0,1.0666666666666667e-06,1.648858989579211e-05,0.0,9.814216874564495e-06,0.0,0.0,0.0,2.126483222047378e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.163345315790086e-05,0.0,2.4545298348101422e-05,0.0,0.0,0.0,7.510777966381758e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3996780740429702e-05,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.163345315790086e-05,0.0,0.0,0.0,7.620963747075455e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.063241611023689e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.814216874564495e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.510777966381758e-06,0.0,1.258320645266827e-05,0.0,2.3377048413867265e-05,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,1.0744427671199024e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.863486311691205e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.620963747075455e-06,0.0,1.5021555932763516e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3996780740429702e-05,0.0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.510777966381758e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
