Unnamed: 0,global_x,global_y,global_z,target_molecule_name
4436248,-971.89435,2160.6165,3.0,Trp53i11
4436249,-950.91077,2160.5874,3.0,Trp53i11
4436250,-1058.393,2161.6807,3.0,Trp53i11
4436251,-965.888,2163.5579,3.0,Trp53i11
4436375,-1001.5282,2151.2388,3.0,Trpc4
4436376,-1026.5687,2161.3682,3.0,Trpc4
4436423,-956.72064,2150.8687,3.0,Trpc6
4436424,-1082.815,2156.39,3.0,Trpc6
4436477,-1082.9817,2159.2244,3.0,Tunar
4436483,-1035.1764,2156.8962,3.0,Ubash3b
4436484,-896.1044,2161.522,3.0,Ubash3b
4436485,-1031.2559,2162.7085,3.0,Ubash3b
4436486,-1027.6443,2163.934,3.0,Ubash3b
4436515,-917.2468,2155.178,3.0,Unc13c
4436516,-972.10016,2159.1313,3.0,Unc13c
4436517,-958.2645,2163.6262,3.0,Unc13c
4436574,-996.27106,2156.563,3.0,Unc5d
4436575,-1072.1931,2158.4148,3.0,Unc5d
4436576,-1039.0001,2159.1875,3.0,Unc5d
4436577,-937.3264,2160.045,3.0,Unc5d
4436578,-1097.1262,2162.632,3.0,Unc5d
4436579,-994.9452,2163.5889,3.0,Unc5d
4436687,-1055.5812,2156.256,3.0,Ust
4436688,-1026.7998,2161.18,3.0,Ust
4436689,-1029.0741,2161.7952,3.0,Ust
4436690,-1010.3225,2162.609,3.0,Ust
4436691,-1092.0767,2162.632,3.0,Ust
4436692,-1092.1641,2163.346,3.0,Ust
4436710,-963.1923,2160.0671,3.0,Vipr2
4436711,-1061.4249,2158.5625,3.0,Vtn
4436793,-948.5993,2150.6196,3.0,Wipf3
4436794,-973.0479,2150.7925,3.0,Wipf3
4436795,-1011.733,2150.8606,3.0,Wipf3
4436796,-945.94147,2151.1816,3.0,Wipf3
4436797,-1014.0338,2151.3667,3.0,Wipf3
4436798,-945.5187,2151.3406,3.0,Wipf3
4436799,-942.6185,2151.4292,3.0,Wipf3
4436800,-977.57227,2151.9678,3.0,Wipf3
4436801,-928.6236,2153.4846,3.0,Wipf3
4436802,-1070.5211,2155.0483,3.0,Wipf3
4436803,-1089.3447,2155.2834,3.0,Wipf3
4436804,-928.68494,2155.3445,3.0,Wipf3
4436805,-973.84625,2155.58,3.0,Wipf3
4436806,-1088.3296,2155.8633,3.0,Wipf3
4436807,-986.6636,2156.1392,3.0,Wipf3
4436808,-987.6403,2156.52,3.0,Wipf3
4436809,-970.218,2156.55,3.0,Wipf3
4436810,-928.28766,2157.3386,3.0,Wipf3
4436811,-1086.0555,2157.5703,3.0,Wipf3
4436812,-969.14,2157.8647,3.0,Wipf3
4436813,-1085.156,2158.1423,3.0,Wipf3
4436814,-1088.911,2158.2966,3.0,Wipf3
4436815,-909.6574,2158.2566,3.0,Wipf3
4436816,-1089.5363,2158.4707,3.0,Wipf3
4436817,-1086.2875,2158.4414,3.0,Wipf3
4436818,-971.1441,2158.485,3.0,Wipf3
4436819,-959.23444,2158.6758,3.0,Wipf3
4436820,-1001.4255,2160.3804,3.0,Wipf3
4436821,-1096.58,2160.5974,3.0,Wipf3
4436822,-1026.272,2160.845,3.0,Wipf3
4436823,-972.51556,2161.3474,3.0,Wipf3
4436824,-1092.3895,2161.8765,3.0,Wipf3
4436825,-1000.33997,2161.9575,3.0,Wipf3
4436826,-1087.3357,2162.864,3.0,Wipf3
4436827,-1080.3165,2162.8215,3.0,Wipf3
4436828,-1092.0214,2162.849,3.0,Wipf3
4436829,-1093.2094,2162.991,3.0,Wipf3
4436830,-964.6389,2163.0024,3.0,Wipf3
4436831,-990.51105,2163.706,3.0,Wipf3
4437431,-1090.2003,2161.764,3.0,Blank-7
4437445,-937.21765,2151.4565,4.5,5730522E02Rik
4437449,-1053.3419,2153.7676,4.5,Acta2
4437450,-971.3968,2153.952,4.5,Acta2
4437451,-964.1962,2155.347,4.5,Acta2
4437452,-979.65,2162.9246,4.5,Acta2
4437453,-998.83997,2163.425,4.5,Acta2
4437454,-977.5555,2163.991,4.5,Acta2
4437518,-913.733,2152.728,4.5,Adamts4
4437555,-1011.7158,2151.5767,4.5,Alk
4437556,-1029.2015,2162.7078,4.5,Alk
4437557,-1028.659,2162.7788,4.5,Alk
4437595,-1021.3799,2155.5479,4.5,Ano4
4437596,-1027.1941,2161.6091,4.5,Ano4
4437632,-987.6077,2155.4717,4.5,Aqp4
4437633,-1061.0955,2156.4255,4.5,Aqp4
4437634,-1016.595,2157.9666,4.5,Aqp4
4437635,-1089.0787,2160.0488,4.5,Aqp4
4437636,-970.30023,2162.1035,4.5,Aqp4
4437742,-984.825,2155.7322,4.5,B4galnt2
4437751,-966.8178,2155.9126,4.5,Barx2
4437752,-1025.3883,2162.7214,4.5,Barx2
4437767,-942.04987,2152.3389,4.5,Bcl11b
4437768,-1030.3427,2161.427,4.5,Bcl11b
4437796,-960.3836,2153.4976,4.5,Bdnf
4437841,-920.9808,2152.4211,4.5,Bmpr1b
4437842,-939.8018,2157.9106,4.5,Bmpr1b
4437843,-909.89435,2157.9595,4.5,Bmpr1b
4437844,-991.6553,2163.6335,4.5,Bmpr1b
4437876,-975.02496,2150.6863,4.5,C1ql3
4437877,-958.65015,2152.9756,4.5,C1ql3
4437878,-960.6295,2154.8757,4.5,C1ql3
4437879,-993.62396,2155.7764,4.5,C1ql3
4437880,-967.6891,2155.8547,4.5,C1ql3
4437881,-1060.021,2156.6946,4.5,C1ql3
4437882,-969.9797,2157.1248,4.5,C1ql3
4437883,-967.7314,2157.866,4.5,C1ql3
4437884,-970.8887,2158.015,4.5,C1ql3
4437885,-979.6839,2159.176,4.5,C1ql3
4437886,-1091.2355,2162.5234,4.5,C1ql3
4437887,-994.2366,2164.0146,4.5,C1ql3
4437888,-987.54395,2164.0388,4.5,C1ql3
4438107,-1088.3173,2150.6420000000003,4.5,Cacng5
4438119,-1095.495,2162.3271,4.5,Calb2
4438120,-1003.5804,2164.0334,4.5,Calb2
4438136,-973.4327,2151.4167,4.5,Camk2d
4438137,-965.9565,2152.9883,4.5,Camk2d
4438138,-981.615,2159.0466,4.5,Camk2d
4438139,-1090.0704,2159.1733,4.5,Camk2d
4438140,-970.94604,2161.3384,4.5,Camk2d
4438141,-1072.0475,2161.763,4.5,Camk2d
4438142,-1098.8278,2162.974,4.5,Camk2d
4438143,-997.9192,2163.006,4.5,Camk2d
4438250,-963.8332,2151.1543,4.5,Cbln2
4438251,-913.17004,2151.782,4.5,Cbln2
4438252,-1092.0298,2152.9246,4.5,Cbln2
4438253,-961.9053,2154.2764,4.5,Cbln2
4438254,-1093.8783,2154.7114,4.5,Cbln2
4438255,-964.4707,2156.0752,4.5,Cbln2
4438256,-969.59143,2157.8525,4.5,Cbln2
4438257,-970.59247,2158.5815,4.5,Cbln2
4438258,-967.89374,2158.509,4.5,Cbln2
4438259,-971.4392,2158.9421,4.5,Cbln2
4438260,-969.635,2159.4277,4.5,Cbln2
4438261,-968.85474,2159.4856,4.5,Cbln2
4438262,-977.8882,2159.6785,4.5,Cbln2
4438263,-979.78564,2161.0964,4.5,Cbln2
4438395,-1074.8617,2163.906,4.5,Cbln4
4438452,-1029.4067,2151.3972,4.5,Ccdc3
4438453,-944.2158,2153.0393,4.5,Ccdc3
4438454,-965.16565,2153.843,4.5,Ccdc3
4438455,-977.4092,2160.5186,4.5,Ccdc3
4438456,-980.4024,2161.3713,4.5,Ccdc3
4438540,-904.2366,2157.0146,4.5,Cdca7
4438543,-979.0262,2161.113,4.5,Cdcp1
4438545,-970.8285,2152.0583,4.5,Cdh12
4438546,-970.63794,2154.82,4.5,Cdh12
4438547,-934.393,2156.8223,4.5,Cdh12
4438548,-1038.4232,2157.3677,4.5,Cdh12
4438549,-975.0556,2158.1313,4.5,Cdh12
4438550,-999.3633,2158.7073,4.5,Cdh12
4438551,-966.1318,2159.377,4.5,Cdh12
4438552,-1070.9586,2162.1025,4.5,Cdh12
4438553,-937.7238,2162.1716,4.5,Cdh12
4438554,-932.8073,2163.7588,4.5,Cdh12
4438686,-981.14636,2156.4158,4.5,Cdh13
4438687,-968.73193,2157.3293,4.5,Cdh13
4438688,-1031.3766,2161.5498,4.5,Cdh13
4438737,-961.14374,2151.999,4.5,Cdh20
4438738,-960.58997,2154.5073,4.5,Cdh20
4438739,-970.53784,2155.56,4.5,Cdh20
4438773,-1041.1365,2155.7654,4.5,Cdh9
4438786,-1010.1055,2151.5044,4.5,Cemip
4438787,-1022.88696,2162.849,4.5,Cemip
4438788,-1024.4473,2163.6187,4.5,Cemip
4438789,-1016.6053,2163.5847,4.5,Cemip
4438790,-990.22253,2163.5398,4.5,Cemip
4438919,-1064.3583,2154.1987,4.5,Cldn5
4438920,-1066.7615,2155.7039,4.5,Cldn5
4438959,-1095.408,2153.735,4.5,Cntnap5b
4438960,-964.77026,2154.1978,4.5,Cntnap5b
4438961,-971.69147,2155.3948,4.5,Cntnap5b
4438962,-1091.7537,2155.8782,4.5,Cntnap5b
4439044,-969.22986,2152.696,4.5,Col25a1
4439045,-971.345,2156.146,4.5,Col25a1
4439046,-899.3330000000001,2156.8577,4.5,Col25a1
4439047,-899.9780000000001,2156.9568,4.5,Col25a1
4439048,-967.4966,2159.0598,4.5,Col25a1
4439049,-966.163,2159.5327,4.5,Col25a1
4439050,-977.4315,2159.7244,4.5,Col25a1
4439051,-978.34106,2160.8699,4.5,Col25a1
4439052,-911.60974,2161.3616,4.5,Col25a1
4439182,-927.9654,2159.8206,4.5,Ctss
4439183,-899.2941,2160.896,4.5,Ctss
4439248,-975.40894,2152.1138,4.5,Cux2
4439249,-1094.4851,2152.3145,4.5,Cux2
4439250,-985.5099,2152.4116,4.5,Cux2
4439251,-968.33325,2152.5332,4.5,Cux2
4439252,-906.9867,2152.8484,4.5,Cux2
4439253,-1098.2235,2153.1462,4.5,Cux2
4439254,-1048.7056,2153.2847,4.5,Cux2
4439255,-1050.5004,2153.4866,4.5,Cux2
4439256,-1002.69745,2154.24,4.5,Cux2
4439257,-1026.9813,2154.4282,4.5,Cux2
4439258,-988.1661,2155.6152,4.5,Cux2
4439259,-960.7248,2156.597,4.5,Cux2
4439260,-963.7998,2157.0828,4.5,Cux2
4439261,-1031.6918,2157.1301,4.5,Cux2
4439262,-1087.315,2157.8735,4.5,Cux2
4439263,-972.0153,2159.2185,4.5,Cux2
4439264,-1092.6896,2159.2686,4.5,Cux2
4439265,-912.46826,2159.6177,4.5,Cux2
4439266,-1093.3026,2160.0242,4.5,Cux2
4439267,-1042.6394,2160.1475,4.5,Cux2
4439268,-967.26904,2160.1492,4.5,Cux2
4439269,-969.61163,2162.2273,4.5,Cux2
4439270,-981.3571,2163.0964,4.5,Cux2
4439271,-948.94476,2163.6526,4.5,Cux2
4439272,-965.9704,2163.8499,4.5,Cux2
4439698,-1011.12854,2154.9104,4.5,Cxcl14
4439699,-1022.05475,2157.3564,4.5,Cxcl14
4439700,-1009.73096,2157.2976,4.5,Cxcl14
4439701,-994.77856,2157.721,4.5,Cxcl14
4439702,-992.76733,2160.4775,4.5,Cxcl14
4439862,-988.9352,2151.8057,4.5,Daam2
4439863,-949.35846,2157.0767,4.5,Daam2
4439864,-937.11676,2159.6172,4.5,Daam2
4439865,-987.25934,2162.8586,4.5,Daam2
4439932,-1010.8949,2152.6936,4.5,Dscaml1
4439933,-962.5995,2152.7925,4.5,Dscaml1
4439934,-960.4842,2154.169,4.5,Dscaml1
4439935,-967.0761,2154.6138,4.5,Dscaml1
4439936,-962.8072,2157.5051,4.5,Dscaml1
4439937,-977.2494,2158.6716,4.5,Dscaml1
4439938,-1003.07404,2160.2144,4.5,Dscaml1
4439939,-1028.364,2162.0435,4.5,Dscaml1
4439940,-1023.91077,2163.8445,4.5,Dscaml1
4440085,-978.18317,2159.129,4.5,Elfn1
4440107,-912.9784,2155.6084,4.5,Epha7
4440108,-1095.8073,2155.8645,4.5,Epha7
4440109,-961.54626,2155.9983,4.5,Epha7
4440110,-1055.5801,2157.378,4.5,Epha7
4440111,-1041.4426,2159.103,4.5,Epha7
4440112,-922.4402,2160.388,4.5,Epha7
4440113,-944.6933,2160.474,4.5,Epha7
4440114,-911.62494,2161.5955,4.5,Epha7
4440201,-1047.9215,2154.42,4.5,Fam19a2
4440202,-900.73505,2156.4075,4.5,Fam19a2
4440203,-967.89667,2160.8152,4.5,Fam19a2
4440204,-926.7692,2162.3105,4.5,Fam19a2
4440205,-1023.478,2163.3152,4.5,Fam19a2
4440262,-938.98553,2153.5713,4.5,Fbxl7
4440272,-1011.52264,2151.0225,4.5,Flrt3
4440273,-962.7254,2151.9717,4.5,Flrt3
4440274,-960.903,2153.1228,4.5,Flrt3
4440275,-975.8909,2157.7224,4.5,Flrt3
4440276,-950.3988,2158.0828,4.5,Flrt3
4440277,-965.81805,2158.5820000000003,4.5,Flrt3
4440278,-1030.3256,2162.5132,4.5,Flrt3
4440336,-928.10614,2151.5916,4.5,Flt1
4440337,-1070.9708,2153.2434,4.5,Flt1
4440338,-1072.031,2154.0994,4.5,Flt1
4440339,-942.841,2154.442,4.5,Flt1
4440421,-1081.5193,2153.084,4.5,Fosb
4440452,-1025.4954,2153.9756,4.5,Gfap
4440453,-1028.439,2155.4668,4.5,Gfap
4440454,-1096.5706,2158.2974,4.5,Gfap
4440455,-1039.4888,2162.0588,4.5,Gfap
4440473,-969.5095,2153.7139,4.5,Glra1
4440475,-960.13086,2154.603,4.5,Gpc6
4440535,-1013.01355,2154.9907,4.5,Grin3a
4440536,-1074.0762,2155.7,4.5,Grin3a
4440537,-961.7467,2156.069,4.5,Grin3a
4440538,-1009.1135,2159.0132,4.5,Grin3a
4440539,-1085.6748,2160.6165,4.5,Grin3a
4440600,-1089.1731,2150.5662,4.5,Grm1
4440601,-960.06085,2151.3416,4.5,Grm1
4440602,-1096.9106,2152.4072,4.5,Grm1
4440603,-1090.1475,2161.4922,4.5,Grm1
4440643,-946.61774,2151.7393,4.5,Grm8
4440644,-1027.4065,2153.1704,4.5,Grm8
4440645,-913.3235,2154.5347,4.5,Grm8
4440646,-1075.2294,2155.6082,4.5,Grm8
4440647,-976.5086,2162.616,4.5,Grm8
4440648,-966.26404,2163.7505,4.5,Grm8
4440712,-1074.2446,2163.5022,4.5,Igf2
4440743,-943.87726,2150.8054,4.5,Igfbp4
4440744,-943.6967,2151.5898,4.5,Igfbp4
4440745,-1028.0510000000002,2163.8171,4.5,Igfbp4
4440791,-1032.999,2151.3726,4.5,Igfbp5
4440792,-959.271,2153.3647,4.5,Igfbp5
4440793,-962.0066,2153.6074,4.5,Igfbp5
4440794,-1008.7756,2153.9675,4.5,Igfbp5
4440795,-959.9891,2155.7532,4.5,Igfbp5
4440796,-1057.2437,2156.6892,4.5,Igfbp5
4440797,-973.9341,2157.7495,4.5,Igfbp5
4440798,-971.4007,2157.8572,4.5,Igfbp5
4440799,-970.0364,2158.6064,4.5,Igfbp5
4440800,-969.3677,2161.5125,4.5,Igfbp5
4440801,-1057.1353,2162.1665,4.5,Igfbp5
4441020,-944.246,2160.226,4.5,Ikzf2
4441053,-1008.4738,2151.0686,4.5,Iqgap2
4441054,-1010.7565,2152.3296,4.5,Iqgap2
4441055,-945.23834,2152.915,4.5,Iqgap2
4441056,-972.8451,2159.6914,4.5,Iqgap2
4441057,-947.2241,2161.0496,4.5,Iqgap2
4441058,-1034.2225,2163.322,4.5,Iqgap2
4441116,-975.05774,2152.9917,4.5,Itgb8
4441117,-1080.4958,2153.8982,4.5,Itgb8
4441118,-973.006,2155.181,4.5,Itgb8
4441119,-1021.24207,2156.6733,4.5,Itgb8
4441120,-969.0925,2156.655,4.5,Itgb8
4441121,-1092.0262,2158.474,4.5,Itgb8
4441122,-1052.5692,2163.64,4.5,Itgb8
4441123,-964.35504,2163.717,4.5,Itgb8
4441231,-962.7451,2151.131,4.5,Kcng1
4441232,-971.24915,2152.7239,4.5,Kcng1
4441233,-971.14453,2153.4976,4.5,Kcng1
4441234,-959.34515,2153.5356,4.5,Kcng1
4441235,-1003.26825,2155.1323,4.5,Kcng1
4441236,-933.77936,2161.6978,4.5,Kcng1
4441237,-1067.2733,2163.6633,4.5,Kcng1
4441295,-905.9735,2161.6787,4.5,Kcnj8
4441312,-942.2273,2153.4941,4.5,Lhx6
4441313,-1037.6853,2159.7024,4.5,Lhx6
4441314,-1027.0997,2163.2974,4.5,Lhx6
4441315,-1026.1398,2163.8293,4.5,Lhx6
4441357,-1011.1905,2152.488,4.5,Luzp2
4441358,-996.44366,2152.558,4.5,Luzp2
4441359,-1008.15826,2153.5996,4.5,Luzp2
4441360,-1006.0834,2155.1543,4.5,Luzp2
4441361,-923.9916,2154.9888,4.5,Luzp2
4441362,-976.0844,2155.1187,4.5,Luzp2
4441363,-975.0627,2156.4722,4.5,Luzp2
4441364,-1051.0046,2156.991,4.5,Luzp2
4441365,-1009.14636,2157.9932,4.5,Luzp2
4441366,-1011.00653,2158.9548,4.5,Luzp2
4441367,-935.3439,2158.873,4.5,Luzp2
4441368,-1024.0409,2159.5107,4.5,Luzp2
4441369,-965.8188,2160.5542,4.5,Luzp2
4441370,-943.96387,2160.9612,4.5,Luzp2
4441371,-925.4538,2161.9158,4.5,Luzp2
4441372,-1080.3293,2163.2124,4.5,Luzp2
4441373,-929.44275,2163.3735,4.5,Luzp2
4441374,-913.8689,2163.4949,4.5,Luzp2
4441579,-997.4623,2153.319,4.5,Lypd1
4441580,-1091.4845,2158.9167,4.5,Lypd1
4441628,-984.5786,2155.629,4.5,March1
4441661,-973.894,2157.175,4.5,Marcksl1
4441662,-997.8973,2159.561,4.5,Marcksl1
4441702,-1058.2087,2151.702,4.5,Meis2
4441703,-1038.3768,2152.484,4.5,Meis2
4441704,-945.0055,2152.8232,4.5,Meis2
4441705,-965.88214,2156.0208,4.5,Meis2
4441706,-967.40076,2156.976,4.5,Meis2
4441707,-1003.4636,2157.1736,4.5,Meis2
4441708,-1022.7512,2157.4978,4.5,Meis2
4441709,-1067.9115,2157.9875,4.5,Meis2
4441710,-977.7587,2159.9087,4.5,Meis2
4441711,-922.8051,2162.0078,4.5,Meis2
4441712,-965.4035,2163.2034,4.5,Meis2
4441929,-1027.7502,2162.782,4.5,Mrc1
4441937,-1002.4961,2151.8904,4.5,Myh14
4441938,-997.8762,2153.712,4.5,Myh14
4441939,-990.0207,2153.9888,4.5,Myh14
4441940,-1007.00024,2156.6472,4.5,Myh14
4441941,-898.8469,2157.983,4.5,Myh14
4441942,-1010.1055,2159.6785,4.5,Myh14
4441982,-1022.9569,2162.6938,4.5,Nhs
4441989,-1079.6268,2152.3667,4.5,Nkain3
4441990,-1073.2606,2156.3372,4.5,Nkain3
4441991,-1030.7421,2162.0344,4.5,Nkain3
4442043,-1076.4001,2153.8328,4.5,Npas1
4442044,-1005.60175,2158.2676,4.5,Npas1
4442045,-977.95605,2161.5945,4.5,Npas1
4442056,-960.5792,2150.8918,4.5,Npnt
4442057,-967.4534,2155.2878,4.5,Npnt
4442058,-961.16187,2155.3691,4.5,Npnt
4442059,-969.6781,2155.7075,4.5,Npnt
4442060,-967.99005,2156.621,4.5,Npnt
4442061,-971.26953,2157.0342,4.5,Npnt
4442062,-970.48315,2157.424,4.5,Npnt
4442063,-984.0655,2158.0195,4.5,Npnt
4442064,-969.44714,2158.1887,4.5,Npnt
4442065,-1031.076,2161.0044,4.5,Npnt
4442066,-928.2965,2161.1768,4.5,Npnt
4442067,-972.272,2161.4714,4.5,Npnt
4442230,-960.955,2150.8748,4.5,Nr4a1
4442231,-1010.5188,2150.9285,4.5,Nr4a1
4442232,-968.77704,2154.2935,4.5,Nr4a1
4442233,-1010.8647,2157.641,4.5,Nr4a1
4442324,-1092.0071,2151.4814,4.5,Ntng2
4442325,-981.47845,2154.7847,4.5,Ntng2
4442326,-960.50323,2155.3337,4.5,Ntng2
4442327,-972.7697,2156.4934,4.5,Ntng2
4442328,-1060.3335,2159.5227,4.5,Ntng2
4442329,-978.0546,2161.7444,4.5,Ntng2
4442376,-897.88904,2158.2554,4.5,Nxph1
4442377,-932.63025,2158.628,4.5,Nxph1
4442378,-1033.5415,2162.7996,4.5,Nxph1
4442379,-1027.588,2163.6084,4.5,Nxph1
4442380,-1028.225,2163.75,4.5,Nxph1
4442427,-910.717,2157.8806,4.5,Nxph4
4442431,-1008.5865,2151.9531,4.5,Olah
4442432,-1046.083,2152.8486,4.5,Olah
4442462,-964.26685,2158.1772,4.5,Otof
4442463,-1079.7949,2160.4697,4.5,Otof
4442464,-1015.6798,2161.4075,4.5,Otof
4442465,-1014.42554,2162.0344,4.5,Otof
4442466,-1098.4595,2162.5808,4.5,Otof
4442527,-1010.71783,2150.6582,4.5,Parm1
4442528,-1011.10345,2151.4226,4.5,Parm1
4442529,-1026.1322,2160.3906,4.5,Parm1
4442530,-1031.8138,2161.9065,4.5,Parm1
4442531,-1029.2015,2162.049,4.5,Parm1
4442532,-1029.4388,2162.8804,4.5,Parm1
4442533,-1026.5084,2163.3733,4.5,Parm1
4442634,-1018.7068,2154.0828,4.5,Pcdh8
4442635,-984.04877,2156.9678,4.5,Pcdh8
4442636,-986.03314,2157.0896,4.5,Pcdh8
4442637,-964.82367,2158.9272,4.5,Pcdh8
4442638,-969.07074,2159.5193,4.5,Pcdh8
4442639,-1026.1653,2162.7524,4.5,Pcdh8
4442640,-992.07245,2163.5,4.5,Pcdh8
4442641,-1033.7585,2163.9,4.5,Pcdh8
4442827,-971.6502,2154.7737,4.5,Phactr2
4442828,-1078.9879,2155.1824,4.5,Phactr2
4442829,-912.93805,2156.6802,4.5,Phactr2
4442830,-996.07983,2158.677,4.5,Phactr2
4442831,-978.18445,2159.377,4.5,Phactr2
4442832,-951.472,2161.2214,4.5,Phactr2
4442899,-965.0881,2151.0347,4.5,Plch1
4442900,-928.5974,2156.0134,4.5,Plch1
4442901,-1001.0585,2163.3862,4.5,Plch1
4442928,-1009.86707,2150.8357,4.5,Plcxd3
4442961,-967.5735,2153.5974,4.5,Pou3f1
4442962,-1015.905,2157.8792,4.5,Pou3f1
4442963,-981.5908,2158.2327,4.5,Pou3f1
4443022,-912.0215,2153.6077,4.5,Pou3f3
4443023,-1005.13916,2154.9944,4.5,Pou3f3
4443024,-1038.8021,2155.1455,4.5,Pou3f3
4443025,-900.6289999999999,2155.5598,4.5,Pou3f3
4443026,-1037.0455,2155.813,4.5,Pou3f3
4443027,-963.67676,2155.7754,4.5,Pou3f3
4443028,-987.2247,2156.8997,4.5,Pou3f3
4443029,-1007.1721,2157.0903,4.5,Pou3f3
4443030,-966.19196,2157.036,4.5,Pou3f3
4443031,-1056.3462,2157.1946,4.5,Pou3f3
4443032,-972.1305,2159.7388,4.5,Pou3f3
4443033,-988.1801,2163.1833,4.5,Pou3f3
4443034,-995.1685,2163.4878,4.5,Pou3f3
4443035,-972.9047,2163.8022,4.5,Pou3f3
4443281,-1082.1102,2161.4348,4.5,Pou6f2
4443293,-986.1714,2156.8,4.5,Prdm8
4443294,-980.2937,2159.4026,4.5,Prdm8
4443295,-980.9959,2159.9512,4.5,Prdm8
4443296,-1059.69,2160.2908,4.5,Prdm8
4443392,-924.22314,2156.0444,4.5,Prr16
4443476,-1027.715,2160.972,4.5,Prss23
4443477,-982.5497,2161.4517,4.5,Prss23
4443478,-1032.7446,2162.5916,4.5,Prss23
4443510,-959.0845,2151.4482,4.5,Ptprk
4443511,-969.01935,2152.7456,4.5,Ptprk
4443512,-974.3005,2154.2478,4.5,Ptprk
4443513,-937.8353,2154.2043,4.5,Ptprk
4443514,-923.9152,2155.254,4.5,Ptprk
4443515,-963.4102,2156.427,4.5,Ptprk
4443516,-1064.5266,2157.73,4.5,Ptprk
4443517,-912.87396,2158.1692,4.5,Ptprk
4443518,-982.5544,2158.8093,4.5,Ptprk
4443519,-967.899,2158.8115,4.5,Ptprk
4443520,-979.4,2158.9202,4.5,Ptprk
4443521,-1082.1832,2159.4446,4.5,Ptprk
4443522,-967.34924,2159.5137,4.5,Ptprk
4443523,-1085.3528,2160.4172,4.5,Ptprk
4443524,-1026.9745,2162.3472,4.5,Ptprk
4443525,-989.165,2163.021,4.5,Ptprk
4443703,-1070.1141,2153.9004,4.5,Ptprm
4443704,-1028.1971,2160.6287,4.5,Ptprm
4443705,-1025.4247,2161.5972,4.5,Ptprm
4443706,-1032.2979,2162.4102,4.5,Ptprm
4443764,-946.5383,2150.5645,4.5,Ptprt
4443765,-1088.5151,2151.1428,4.5,Ptprt
4443766,-1012.472,2151.2476,4.5,Ptprt
4443767,-1009.86206,2151.418,4.5,Ptprt
4443768,-967.6855,2152.4233,4.5,Ptprt
4443769,-969.47766,2153.004,4.5,Ptprt
4443770,-969.5249,2154.7627,4.5,Ptprt
4443771,-968.7052,2155.1458,4.5,Ptprt
4443772,-950.23865,2155.4624,4.5,Ptprt
4443773,-949.87634,2155.4402,4.5,Ptprt
4443774,-990.3947,2155.8655,4.5,Ptprt
4443775,-987.4855,2155.8188,4.5,Ptprt
4443776,-984.2149,2157.0576,4.5,Ptprt
4443777,-912.74976,2157.7505,4.5,Ptprt
4443778,-972.27765,2157.8652,4.5,Ptprt
4443779,-915.85583,2159.1912,4.5,Ptprt
4443780,-969.54224,2159.6743,4.5,Ptprt
4443781,-973.107,2160.098,4.5,Ptprt
4443782,-979.617,2160.6116,4.5,Ptprt
4443783,-1026.5397,2161.5554,4.5,Ptprt
4443784,-978.65344,2162.363,4.5,Ptprt
4443785,-979.1121,2162.9453,4.5,Ptprt
4443786,-1063.593,2163.8193,4.5,Ptprt
4444073,-1090.287,2160.9756,4.5,Ptpru
4444074,-1089.7424,2161.9563,4.5,Ptpru
4444075,-1090.8077,2162.1768,4.5,Ptpru
4444088,-946.3645,2151.348,4.5,Ramp1
4444089,-961.606,2154.3188,4.5,Ramp1
4444090,-972.53687,2155.7607,4.5,Ramp1
4444091,-1024.2086,2158.3113,4.5,Ramp1
4444156,-950.90466,2160.1516,4.5,Rfx3
4444157,-934.7031,2160.211,4.5,Rfx3
4444158,-1080.9105,2160.6194,4.5,Rfx3
4444159,-1025.1631,2162.551,4.5,Rfx3
4444160,-1067.7134,2162.616,4.5,Rfx3
4444161,-1071.2919,2163.5054,4.5,Rfx3
4444228,-984.7484,2150.802,4.5,Rgs5
4444229,-1069.4388,2151.068,4.5,Rgs5
4444230,-1068.9669,2151.2952,4.5,Rgs5
4444231,-1071.2961,2152.26,4.5,Rgs5
4444232,-1016.3985,2152.135,4.5,Rgs5
4444233,-936.434,2152.4111,4.5,Rgs5
4444234,-1021.1725,2152.6133,4.5,Rgs5
4444235,-1069.4518,2154.915,4.5,Rgs5
4444236,-1065.1499,2155.4775,4.5,Rgs5
4444237,-1034.5736,2155.663,4.5,Rgs5
4444238,-1084.9933,2157.2788,4.5,Rgs5
4444239,-1085.947,2159.4543,4.5,Rgs5
4444240,-944.1235,2161.1055,4.5,Rgs5
4444473,-1082.9513,2150.5764,4.5,Rgs6
4444474,-945.8894,2153.2795,4.5,Rgs6
4444475,-1093.0259,2153.628,4.5,Rgs6
4444476,-960.932,2153.588,4.5,Rgs6
4444477,-1097.7736,2154.8782,4.5,Rgs6
4444478,-1047.0685,2156.2695,4.5,Rgs6
4444479,-933.3587,2157.7292,4.5,Rgs6
4444480,-983.091,2158.9194,4.5,Rgs6
4444481,-960.978,2158.9727,4.5,Rgs6
4444482,-974.4526,2159.1057,4.5,Rgs6
4444483,-1016.82336,2159.951,4.5,Rgs6
4444484,-963.342,2160.0396,4.5,Rgs6
4444485,-968.99304,2160.2085,4.5,Rgs6
4444486,-1007.298,2161.7559,4.5,Rgs6
4444487,-1000.51733,2161.704,4.5,Rgs6
4444488,-982.91693,2163.3645,4.5,Rgs6
4444489,-947.284,2163.564,4.5,Rgs6
