Unnamed: 0,global_x,global_y,global_z,target_molecule_name
3802777,-890.4966,2115.2146,1.5,Acta2
3802794,-893.6517,1971.8545,1.5,Adamts4
3802804,-898.27155,2033.7094,1.5,Adra1b
3802812,-891.3446,2067.6267,1.5,Adra1b
3802853,-887.76465,2063.3442,1.5,Ano4
3802894,-900.1151,2042.6982,1.5,Aqp4
3802913,-894.21423,2099.5168,1.5,Aqp4
3802928,-889.9457,2141.5820000000003,1.5,Aqp4
3802951,-897.4967,2102.2715,1.5,Barx2
3802959,-891.1818,2009.3138,1.5,Bcl11b
3802980,-887.8551,1989.6307,1.5,Bdnf
3802998,-895.8205,2112.3945,1.5,Bdnf
3803018,-894.0888699999999,2016.2205,1.5,Bmpr1b
3803025,-891.6881,1999.7634,1.5,Brinp3
3803067,-892.8910000000001,1987.9323,1.5,C1ql3
3803085,-900.00305,2014.9132,1.5,C1ql3
3803086,-898.11755,2018.0754,1.5,C1ql3
3803090,-895.6046,2027.2783,1.5,C1ql3
3803137,-889.2546,2097.232,1.5,C1ql3
3803141,-895.4101,2099.5366,1.5,C1ql3
3803144,-893.8675,2104.4954,1.5,C1ql3
3803154,-894.7569599999999,2118.7854,1.5,C1ql3
3803168,-888.5706,2138.3135,1.5,C1ql3
3803183,-900.6291,2152.6494,1.5,C1ql3
3803190,-890.4847,2030.8632,1.5,Cacng5
3803192,-889.745,2063.7976,1.5,Cacng5
3803217,-892.0052,2063.3235,1.5,Calb2
3803220,-887.9549599999999,2069.668,1.5,Calb2
3803221,-887.59326,2070.1555,1.5,Calb2
3803225,-899.9195,1953.8845,1.5,Camk2d
3803260,-891.7668,2075.6055,1.5,Camk2d
3803272,-888.3775,1951.7552,1.5,Cbln2
3803326,-900.8819,2035.5286,1.5,Cbln2
3803327,-888.2255,2037.1996,1.5,Cbln2
3803334,-887.7699,2043.79,1.5,Cbln2
3803343,-891.9568,2063.9624,1.5,Cbln2
3803353,-890.2343,2083.9917,1.5,Cbln2
3803356,-900.28955,2087.32,1.5,Cbln2
3803372,-892.9756,2099.3347,1.5,Cbln2
3803375,-896.6962,2099.6753,1.5,Cbln2
3803376,-890.0197,2104.4802,1.5,Cbln2
3803385,-895.6035,2118.472,1.5,Cbln2
3803390,-890.6029,2125.1167,1.5,Cbln2
3803412,-898.0658599999999,2153.8843,1.5,Cbln2
3803480,-893.9376,2038.032,1.5,Ccdc3
3803508,-895.3545,2074.3032,1.5,Cd14
3803528,-891.0989,2025.996,1.5,Cdca7
3803552,-898.967,2023.3187,1.5,Cdh12
3803575,-899.5962,2088.058,1.5,Cdh12
3803602,-894.3519,2119.0112,1.5,Cdh12
3803644,-894.9248,2113.484,1.5,Cdh13
3803645,-896.36835,2113.7507,1.5,Cdh13
3803646,-890.9866,2116.0115,1.5,Cdh13
3803647,-893.3186599999999,2116.523,1.5,Cdh13
3803678,-889.54974,2043.8539,1.5,Cdh20
3803679,-887.6651,2044.6403,1.5,Cdh20
3803723,-893.7560000000001,1957.3171,1.5,Cemip
3803731,-899.4106400000001,1997.0797,1.5,Cemip
3803746,-892.84644,2103.8333,1.5,Cemip
3803747,-892.2457,2107.283,1.5,Cemip
3803749,-892.0399,2114.6353,1.5,Cemip
3803750,-892.10144,2117.3018,1.5,Cemip
3803752,-897.0893599999999,2119.9907,1.5,Cemip
3803772,-889.8374,2104.416,1.5,Chn2
3803788,-889.9615,2125.1282,1.5,Chrm2
3803840,-892.0506,2075.255,1.5,Cldn5
3803841,-893.09,2075.4695,1.5,Cldn5
3803842,-891.9282,2075.809,1.5,Cldn5
3803843,-891.2981,2077.8025,1.5,Cldn5
3803904,-892.5498,1974.2587,1.5,Cobll1
3803925,-896.0499,2132.5686,1.5,Col15a1
3803929,-888.7777,1954.4714,1.5,Col23a1
3803941,-896.98376,1981.8884,1.5,Col25a1
3803945,-897.0424,1996.0836,1.5,Col25a1
3803964,-888.6156599999999,2043.492,1.5,Col25a1
3803966,-893.60565,2045.691,1.5,Col25a1
3803993,-895.3710000000001,2118.628,1.5,Col25a1
3804064,-894.1673599999999,2059.0537,1.5,Ctss
3804068,-891.06,2072.3044,1.5,Ctss
3804070,-889.5275,2073.1099,1.5,Ctss
3804072,-891.1211,2073.2092,1.5,Ctss
3804074,-891.6975,2073.6978,1.5,Ctss
3804075,-889.11334,2075.4202,1.5,Ctss
3804077,-888.1244,2077.45,1.5,Ctss
3804079,-889.83136,2078.2415,1.5,Ctss
3804087,-892.0156,2148.9277,1.5,Ctss
3804089,-899.8504,1951.6735,1.5,Cux2
3804091,-899.3323,1952.3527,1.5,Cux2
3804111,-898.4246,1971.572,1.5,Cux2
3804137,-895.3435,1985.7426,1.5,Cux2
3804180,-891.2669999999999,2019.9592,1.5,Cux2
3804184,-893.33014,2023.0809,1.5,Cux2
3804199,-899.4493,2036.9529,1.5,Cux2
3804201,-897.39264,2038.43,1.5,Cux2
3804206,-889.21277,2044.3584,1.5,Cux2
3804256,-888.6249,2087.2534,1.5,Cux2
3804273,-895.6054,2098.7742,1.5,Cux2
3804293,-894.99036,2114.5170000000003,1.5,Cux2
3804296,-897.46204,2116.5325,1.5,Cux2
3804297,-896.82776,2118.221,1.5,Cux2
3804337,-900.27264,2154.3516,1.5,Cux2
3804346,-896.5219999999999,1971.928,1.5,Cxcl14
3804367,-898.02673,2007.1781,1.5,Cxcl14
3804370,-896.6792,2009.2747,1.5,Cxcl14
3804396,-898.17847,2043.0305,1.5,Cxcl14
3804416,-894.0173,2081.1135,1.5,Cxcl14
3804423,-899.0237400000001,2103.8113,1.5,Cxcl14
3804443,-899.3258699999999,2145.7664,1.5,Cxcl14
3804452,-891.8047,1995.6,1.5,Daam2
3804461,-900.4851,2052.9126,1.5,Daam2
3804468,-890.0743,2094.5686,1.5,Daam2
3804477,-894.7692,2146.6897,1.5,Daam2
3804488,-890.72504,1967.4344,1.5,Dscaml1
3804489,-895.6967,1968.6719,1.5,Dscaml1
3804526,-891.1449,2035.1367,1.5,Dscaml1
3804527,-890.8544300000001,2035.3904,1.5,Dscaml1
3804530,-888.6686,2053.9656,1.5,Dscaml1
3804536,-891.5874,2117.038,1.5,Dscaml1
3804537,-895.83295,2124.9934,1.5,Dscaml1
3804546,-890.7687,2063.8694,1.5,Egfem1
3804547,-890.03955,2066.5498,1.5,Egfem1
3804563,-888.7934,2115.5898,1.5,Egln3
3804568,-895.72546,2032.9956,1.5,Egr2
3804570,-892.5503,2115.041,1.5,Egr2
3804621,-898.83655,1999.4462,1.5,Epha7
3804626,-898.8834,2009.3247,1.5,Epha7
3804659,-896.7467,2087.0815,1.5,Epha7
3804719,-898.3616300000001,2099.8838,1.5,Fam19a2
3804749,-895.929,2025.0902,1.5,Flrt3
3804762,-893.0593,2117.5764,1.5,Flrt3
3804772,-893.2482,1970.9739,1.5,Flt1
3804773,-893.9953,1971.14,1.5,Flt1
3804774,-893.0019,1971.6306,1.5,Flt1
3804775,-891.33954,1971.626,1.5,Flt1
3804776,-889.96564,1972.1514,1.5,Flt1
3804777,-891.2257,1972.4297,1.5,Flt1
3804778,-890.19147,1973.1277,1.5,Flt1
3804779,-894.1966,1973.1711,1.5,Flt1
3804781,-891.0314,1973.5905,1.5,Flt1
3804809,-893.4010000000001,2073.8945,1.5,Flt1
3804856,-896.1237,1995.9202,1.5,Gfap
3804863,-887.8783,2066.0325,1.5,Glra1
3804885,-890.3961,2107.3386,1.5,Gpc6
3804906,-891.8546,2066.4666,1.5,Grik1
3804925,-898.89685,2036.7925,1.5,Grin3a
3804939,-892.8962,2089.9026,1.5,Grin3a
3805078,-898.63715,1975.5635,1.5,Igfbp5
3805097,-897.3671,2017.9059,1.5,Igfbp5
3805121,-891.5413,2063.065,1.5,Igfbp5
3805122,-891.155,2063.1902,1.5,Igfbp5
3805123,-890.2896,2063.2593,1.5,Igfbp5
3805125,-892.14355,2065.6904,1.5,Igfbp5
3805126,-891.5889,2066.5847,1.5,Igfbp5
3805130,-891.17706,2069.6172,1.5,Igfbp5
3805149,-896.12177,2086.8948,1.5,Igfbp5
3805160,-891.71967,2104.292,1.5,Igfbp5
3805178,-894.26324,2137.6711,1.5,Igfbp5
3805197,-891.4825,2073.501,1.5,Ikzf2
3805241,-897.882,2101.7476,1.5,Iqgap2
3805242,-889.0898,2119.973,1.5,Iqgap2
3805246,-892.95874,2127.311,1.5,Iqgap2
3805262,-893.2744,1995.933,1.5,Itgb8
3805304,-895.8886,2119.8613,1.5,Itgb8
3805344,-890.06506,2114.6855,1.5,Kcng1
3805345,-897.4685699999999,2114.9114,1.5,Kcng1
3805346,-898.2085,2117.543,1.5,Kcng1
3805365,-888.85675,1959.669,1.5,Lhx6
3805376,-900.7366,2039.789,1.5,Lhx6
3805400,-894.0673,1959.792,1.5,Luzp2
3805401,-899.57074,1963.3152,1.5,Luzp2
3805418,-887.6974,1986.8413,1.5,Luzp2
3805420,-898.9786,1987.6753,1.5,Luzp2
3805440,-899.15375,2017.0208,1.5,Luzp2
3805445,-898.6869,2020.2301,1.5,Luzp2
3805451,-896.1633,2028.7646,1.5,Luzp2
3805458,-890.9041,2031.3146,1.5,Luzp2
3805463,-888.8765,2035.1321,1.5,Luzp2
3805472,-899.0837,2047.8795,1.5,Luzp2
3805521,-889.22473,2116.6116,1.5,Luzp2
3805522,-894.0894,2118.6057,1.5,Luzp2
3805545,-895.9451,2148.7017,1.5,Luzp2
3805553,-891.832,2003.862,1.5,Lypd1
3805554,-888.1159,2029.902,1.5,Lypd1
3805588,-895.6914,2140.9863,1.5,March1
3805603,-888.3646,2010.806,1.5,Marcksl1
3805631,-898.4129,1954.7726,1.5,Meis2
3805641,-893.82355,1966.5973,1.5,Meis2
3805676,-897.0055,1990.2103,1.5,Meis2
3805682,-888.4367,1998.4695,1.5,Meis2
3805697,-897.58105,2012.499,1.5,Meis2
3805699,-898.0723,2017.4479,1.5,Meis2
3805702,-896.2543300000001,2019.269,1.5,Meis2
3805704,-893.1039999999999,2021.4691,1.5,Meis2
3805765,-890.0116,2097.9565,1.5,Meis2
3805766,-892.2023,2098.1646,1.5,Meis2
3805783,-892.6559,2125.4988,1.5,Meis2
3805784,-900.18964,2125.9963,1.5,Meis2
3805803,-898.55396,2153.0466,1.5,Meis2
3805804,-899.8027300000001,2153.1821,1.5,Meis2
3805818,-899.2973,1955.0544,1.5,Myh14
3805836,-892.3024,2064.0796,1.5,Nhs
3805837,-891.9468400000001,2067.764,1.5,Nhs
3805844,-888.1,2064.405,1.5,Nkain3
3805876,-894.627,2043.4862,1.5,Nos1
3805879,-896.7914400000001,2111.1575,1.5,Nos1
3805880,-891.0256300000001,2064.188,1.5,Npas1
3805882,-889.1844,2069.7236,1.5,Npas1
3805883,-891.6711,2088.709,1.5,Npas1
3805928,-889.07214,2010.2439,1.5,Npnt
3805941,-894.8702,2039.4421,1.5,Npnt
3805961,-897.1617,2115.5352,1.5,Npnt
3805962,-893.498,2116.2395,1.5,Npnt
3805964,-898.0569,2116.3765,1.5,Npnt
3805965,-891.5953,2116.7122,1.5,Npnt
3805968,-893.2562,2128.9697,1.5,Npnt
3805986,-892.6,2077.1343,1.5,Nr2f2
3805987,-891.8376,2079.7896,1.5,Nr2f2
3805988,-895.51776,2092.5066,1.5,Nr2f2
3806019,-887.8274,2042.3795,1.5,Nr4a1
3806046,-892.75037,2126.033,1.5,Nr4a1
3806091,-894.87415,2118.3982,1.5,Ntng2
3806105,-900.7206,2006.3596,1.5,Nxph1
3806142,-893.6733,2086.9575,1.5,Olfm3
3806179,-898.3184,1980.4332,1.5,Parm1
3806195,-891.6039,2022.3937,1.5,Parm1
3806201,-887.9032599999999,2044.7123,1.5,Parm1
3806217,-889.9069999999999,2115.834,1.5,Parm1
3806219,-888.9366,2124.2742,1.5,Parm1
3806220,-892.0898,2124.8396,1.5,Parm1
3806238,-900.15356,2009.5756,1.5,Pcdh8
3806252,-892.50354,2064.0496,1.5,Pcdh8
3806254,-890.07,2067.9072,1.5,Pcdh8
3806257,-897.28906,2120.4978,1.5,Pcdh8
3806275,-887.6363,2041.2621,1.5,Pdgfc
3806325,-891.916,1974.0449,1.5,Pdlim5
3806330,-892.355,2038.5051,1.5,Pdlim5
3806339,-900.50354,2118.3296,1.5,Pdlim5
3806345,-899.5178,2149.5068,1.5,Pdlim5
3806347,-895.8157,1965.5929,1.5,Phactr2
3806359,-897.36176,2000.4717,1.5,Phactr2
3806370,-889.4327400000001,2018.2765,1.5,Phactr2
3806380,-898.8208,2075.967,1.5,Phactr2
3806413,-894.2129,2141.0781,1.5,Plch1
3806414,-894.5843,2142.9333,1.5,Plch1
3806420,-896.2727699999999,2095.979,1.5,Plcxd3
3806472,-887.9102,2038.003,1.5,Pou3f1
3806490,-894.2035,2113.881,1.5,Pou3f1
3806491,-891.6975,2115.9622,1.5,Pou3f1
3806492,-889.9762,2116.2327,1.5,Pou3f1
3806501,-896.632,1951.0563,1.5,Pou3f3
3806525,-893.5747,1976.584,1.5,Pou3f3
3806535,-897.7966,1984.3326,1.5,Pou3f3
3806546,-892.6192599999999,2000.2284,1.5,Pou3f3
3806550,-898.23376,2005.815,1.5,Pou3f3
3806578,-898.0117,2038.0396,1.5,Pou3f3
3806626,-899.6789,2087.925,1.5,Pou3f3
3806629,-887.8012,2091.5176,1.5,Pou3f3
3806665,-894.318,2122.3032,1.5,Pou3f3
3806772,-896.1048599999999,2103.5107,1.5,Prdm8
3806797,-899.7297,2152.246,1.5,Prdm8
3806804,-887.4832,2063.188,1.5,Prox1
3806806,-892.6047,2067.1216,1.5,Prox1
3806807,-891.0672599999999,2068.8535,1.5,Prox1
3806844,-899.57,2152.8325,1.5,Prr16
3806856,-890.47925,2111.6910000000003,1.5,Prss12
3806869,-893.8305,2074.387,1.5,Prss23
3806902,-895.1784,1984.4673,1.5,Ptprk
3806917,-887.4462,2030.4817,1.5,Ptprk
3806961,-896.88586,2119.5242,1.5,Ptprk
3806962,-898.9968,2121.201,1.5,Ptprk
3806965,-888.29156,2124.2688,1.5,Ptprk
3806967,-889.0263699999999,2124.5544,1.5,Ptprk
3806991,-894.2598,2151.4158,1.5,Ptprk
3806999,-894.9525,1969.9379,1.5,Ptprm
3807047,-889.4056400000001,1951.5767,1.5,Ptprt
3807064,-898.6333599999999,1960.2487,1.5,Ptprt
3807070,-897.6582599999999,1964.8011,1.5,Ptprt
3807088,-899.1307,1977.1683,1.5,Ptprt
3807188,-900.2651,2079.6995,1.5,Ptprt
3807215,-893.60016,2098.781,1.5,Ptprt
3807216,-891.7797,2098.6910000000003,1.5,Ptprt
3807227,-892.055,2104.1196,1.5,Ptprt
3807237,-896.9125,2110.9226,1.5,Ptprt
3807241,-895.10693,2116.3035,1.5,Ptprt
3807242,-894.3158599999999,2117.5947,1.5,Ptprt
3807283,-897.8595,2009.7908,1.5,Ptpru
3807300,-897.3444,1974.4058,1.5,Ramp1
3807321,-896.5851,2103.0215,1.5,Ramp1
3807323,-895.41516,2113.3577,1.5,Ramp1
3807359,-890.5851,2027.7896,1.5,Reln
3807364,-896.9607,2102.7026,1.5,Reln
3807372,-898.3121,1967.5145,1.5,Rfx3
3807393,-888.5293,2087.826,1.5,Rfx3
3807394,-887.5028,2088.492,1.5,Rfx3
3807417,-894.209,1969.9036,1.5,Rgs5
3807421,-890.4810000000001,1971.529,1.5,Rgs5
3807423,-895.1510599999999,1971.8853,1.5,Rgs5
3807426,-894.1214,1972.5836,1.5,Rgs5
3807428,-895.90576,1972.9155,1.5,Rgs5
3807429,-895.4796,1973.29,1.5,Rgs5
3807432,-896.2917,1973.514,1.5,Rgs5
3807442,-898.3522,1979.7938,1.5,Rgs5
3807447,-887.466,1983.7333,1.5,Rgs5
3807559,-888.0014,1952.9976,1.5,Rgs6
3807561,-892.7123,1954.0251,1.5,Rgs6
3807568,-894.4928,1967.387,1.5,Rgs6
3807569,-894.4503,1967.6757,1.5,Rgs6
3807575,-892.92865,1974.6833,1.5,Rgs6
3807576,-897.47015,1974.731,1.5,Rgs6
3807627,-890.4190699999999,2030.0474,1.5,Rgs6
3807636,-900.80414,2040.2008,1.5,Rgs6
3807647,-895.5573,2057.8657,1.5,Rgs6
3807649,-887.5845,2063.9734,1.5,Rgs6
3807654,-891.2688,2074.8179,1.5,Rgs6
3807671,-896.1107,2098.597,1.5,Rgs6
3807673,-892.804,2101.5776,1.5,Rgs6
3807679,-895.6957,2113.0903,1.5,Rgs6
3807681,-896.6539300000001,2116.0972,1.5,Rgs6
3807686,-887.98096,2124.8967,1.5,Rgs6
3807690,-897.7735,2136.7275,1.5,Rgs6
3807711,-897.882,2047.3396,1.5,Ror1
3807732,-898.5924699999999,2005.5895,1.5,Rorb
3807745,-898.9291,2038.9767,1.5,Rorb
3807758,-896.88885,2064.5286,1.5,Rorb
3807808,-890.3014,2097.5698,1.5,Rorb
3807886,-888.7037,2155.236,1.5,Rorb
3807908,-893.5113,1959.6758,1.5,Satb2
3807958,-888.4991,1999.491,1.5,Satb2
3807978,-895.6610000000001,2036.6232,1.5,Satb2
3807992,-890.7525,2047.2363,1.5,Satb2
3807997,-894.2922,2058.1697,1.5,Satb2
3808042,-891.8163,2098.4143,1.5,Satb2
3808048,-894.2846699999999,2103.6826,1.5,Satb2
3808063,-895.929,2112.9705,1.5,Satb2
3808064,-895.0506,2113.9038,1.5,Satb2
3808067,-892.3485,2117.3062,1.5,Satb2
3808068,-887.4539,2118.0823,1.5,Satb2
3808078,-889.54364,2123.8958,1.5,Satb2
3808080,-892.61975,2126.3179,1.5,Satb2
3808132,-898.42303,2154.7925,1.5,Satb2
3808134,-899.3588,2155.111,1.5,Satb2
3808139,-890.9237699999999,2063.2625,1.5,Scgn
3808167,-890.96783,2116.8948,1.5,Sema5a
3808209,-899.6397,2010.0465,1.5,Sertm1
3808210,-900.32697,2015.98,1.5,Sertm1
3808228,-897.6058,2086.1003,1.5,Sertm1
3808236,-896.5141,2100.5916,1.5,Sertm1
3808237,-894.4817,2104.4417,1.5,Sertm1
3808240,-892.5655,2116.43,1.5,Sertm1
3808242,-890.6666,2125.7405,1.5,Sertm1
3808252,-887.6305,1960.7482,1.5,Sgcd
3808287,-894.3198,2027.2673,1.5,Shisa9
3808316,-895.4298,2086.7622,1.5,Shisa9
3808388,-888.5781,1958.2072,1.5,Slc30a3
3808451,-897.42535,2001.3777,1.5,Slc30a3
3808458,-899.9629,2009.2084,1.5,Slc30a3
3808461,-891.7402300000001,2014.6228,1.5,Slc30a3
3808469,-893.51355,2028.6285,1.5,Slc30a3
3808519,-888.1391,2068.3372,1.5,Slc30a3
3808572,-888.084,2099.6292,1.5,Slc30a3
3808583,-893.6573,2104.0354,1.5,Slc30a3
3808585,-897.3791,2104.4622,1.5,Slc30a3
3808609,-887.7085599999999,2114.6892,1.5,Slc30a3
3808613,-895.3023,2116.8367,1.5,Slc30a3
3808614,-897.0554,2117.3247,1.5,Slc30a3
3808618,-895.08344,2118.5688,1.5,Slc30a3
3808620,-897.3677,2119.4448,1.5,Slc30a3
3808621,-895.061,2119.4055,1.5,Slc30a3
3808624,-892.3848,2124.6946,1.5,Slc30a3
3808629,-893.5799,2129.4158,1.5,Slc30a3
3808668,-898.04443,2151.4397,1.5,Slc30a3
3808702,-899.8594400000001,2036.8109,1.5,Slc32a1
3808722,-898.8786,2142.7559,1.5,Slc44a5
3808756,-887.4823,1969.2324,1.5,Sox6
3808798,-899.2339,2023.3672,1.5,St6galnac5
3808801,-895.26404,2027.9326,1.5,St6galnac5
3808805,-898.7651400000001,2042.218,1.5,St6galnac5
3808980,-890.8355,2115.9365,1.5,Sulf2
3809004,-889.9137,2138.7231,1.5,Sulf2
3809046,-900.55835,1992.7408,1.5,Syndig1
3809053,-898.967,2018.7073,1.5,Syndig1
3809078,-898.0812,2101.7366,1.5,Syndig1
3809088,-889.84515,2115.986,1.5,Syndig1
3809091,-891.46875,2123.6516,1.5,Syndig1
3809093,-896.0375,2124.2764,1.5,Syndig1
3809102,-890.2869999999999,2145.8489,1.5,Syndig1
3809159,-898.3648,1996.8951,1.5,Tenm3
3809168,-890.9122,2032.686,1.5,Tenm3
3809213,-893.5382,1970.0938,1.5,Timp3
3809226,-890.7531,1995.8463,1.5,Timp3
